4.660356866822770172e+00,6.696534833129874187e+00,0.000000000000000000e+00
3.378826734125959241e+00,6.281867771866865624e+00,0.000000000000000000e+00
3.613932533114317280e+00,7.876809622420508639e+00,0.000000000000000000e+00
4.812945092735897212e+00,6.190682560151831382e+00,0.000000000000000000e+00
2.121356676705930866e+00,5.683628358438663319e+00,0.000000000000000000e+00
2.666587384890265255e+00,6.825037827317042449e+00,0.000000000000000000e+00
4.279829461443791949e+00,5.729289717466103049e+00,0.000000000000000000e+00
1.992630344685894173e+00,5.927977567504542300e+00,0.000000000000000000e+00
3.990061966998526888e+00,6.973689188861715849e+00,0.000000000000000000e+00
1.603599797094898083e+00,6.349745645529178084e+00,0.000000000000000000e+00
4.386925889113452826e+00,7.234503617503350803e+00,0.000000000000000000e+00
3.640500428852129655e+00,5.020261022783286009e+00,0.000000000000000000e+00
3.097806962595580416e+00,6.069983921222035228e+00,0.000000000000000000e+00
3.054966285114093516e+00,7.025510662931570671e+00,0.000000000000000000e+00
3.106553819033274877e+00,4.202651711658575095e+00,0.000000000000000000e+00
4.991414901756964007e+00,5.248828971144129163e+00,0.000000000000000000e+00
1.488243752556708488e+00,5.442682339069701669e+00,0.000000000000000000e+00
4.363191511784426879e+00,5.528814888261986304e+00,0.000000000000000000e+00
1.559154298864468435e+00,5.376923980028367467e+00,0.000000000000000000e+00
2.518829078985340253e+00,5.460289111825650465e+00,0.000000000000000000e+00
2.434320361922705622e+00,5.772489166845485187e+00,0.000000000000000000e+00
3.490944670394996674e+00,5.353920619707345452e+00,0.000000000000000000e+00
4.159529393129941965e+00,4.441877776669612032e+00,0.000000000000000000e+00
3.875499421757827356e+00,5.395724847137752356e+00,0.000000000000000000e+00
5.447773614380732710e+00,7.455874862214738386e+00,0.000000000000000000e+00
3.876198444547481525e+00,6.892618690549122462e+00,0.000000000000000000e+00
3.217033327604333248e+00,4.785559712647365238e+00,0.000000000000000000e+00
1.771299900420290729e+00,6.525935052462940256e+00,0.000000000000000000e+00
5.659897465399951422e+00,5.207383632419333885e+00,0.000000000000000000e+00
2.349827422711755265e+00,6.059199438776068369e+00,0.000000000000000000e+00
3.495096353158033686e+00,6.050764788670010219e+00,0.000000000000000000e+00
3.244571763935995445e+00,6.301255478812860744e+00,0.000000000000000000e+00
1.345909077521725727e+00,5.122954449510292108e+00,0.000000000000000000e+00
1.004026118438079873e+00,6.277035330141347735e+00,0.000000000000000000e+00
2.951125358829012058e+00,6.312049829890763242e+00,0.000000000000000000e+00
3.810226428493256545e+00,5.190893084120435041e+00,0.000000000000000000e+00
2.477980259547237551e+00,7.248383041011924988e+00,0.000000000000000000e+00
1.653800015922508804e+00,6.977694489568335712e+00,0.000000000000000000e+00
3.442770387606284732e+00,6.964417418957996375e+00,0.000000000000000000e+00
3.619078931906110519e+00,5.305575418791552700e+00,0.000000000000000000e+00
3.968235619127326697e+00,6.473792158664529062e+00,0.000000000000000000e+00
2.296657268125644968e+00,5.304335063914471071e+00,0.000000000000000000e+00
3.989444899689852608e+00,6.492341457621472856e+00,0.000000000000000000e+00
4.617146337234417253e+00,5.751823807132738331e+00,0.000000000000000000e+00
2.025056919735370720e+00,6.025295928954116143e+00,0.000000000000000000e+00
2.365090250092111379e+00,6.873782065640893002e+00,0.000000000000000000e+00
2.936469842719731549e+00,6.428703941891758866e+00,0.000000000000000000e+00
3.184847419850751926e+00,6.665241885782306142e+00,0.000000000000000000e+00
2.164581514916447791e+00,5.717021881137966943e+00,0.000000000000000000e+00
3.603143961523317618e+00,6.438852662576146635e+00,0.000000000000000000e+00
