1.753756931956411025e+00,3.478270858158832191e+00,0.000000000000000000e+00
2.765232602522451621e+00,5.031062774549925898e+00,0.000000000000000000e+00
2.976786387128917521e+00,6.607114276676400166e+00,0.000000000000000000e+00
2.213793780168297864e+00,6.015039451001972459e+00,0.000000000000000000e+00
3.464977141129992777e+00,6.443724364595817100e+00,0.000000000000000000e+00
1.793786797535696698e+00,5.251428557026514454e+00,0.000000000000000000e+00
2.982074174340595629e+00,4.623507824473031214e+00,0.000000000000000000e+00
4.645375527048601683e+00,6.152927514045297919e+00,0.000000000000000000e+00
5.532952774195058154e+00,6.284685144061541884e+00,0.000000000000000000e+00
3.781278217984787915e+00,7.312240125382923672e+00,0.000000000000000000e+00
2.276030574728017619e+00,6.784862417787104860e+00,0.000000000000000000e+00
6.657575650569484971e-01,6.797118195306246058e+00,0.000000000000000000e+00
2.839103325611638251e+00,7.708082543595293323e+00,0.000000000000000000e+00
4.270927653191137097e+00,4.166365118024732972e+00,0.000000000000000000e+00
2.362803082101867957e+00,6.312777799358787689e+00,0.000000000000000000e+00
3.873923554371660583e+00,7.243960826703297329e+00,0.000000000000000000e+00
1.476476332915956036e+00,4.799717482395696067e+00,0.000000000000000000e+00
2.630978104226599168e+00,6.279286713105786788e+00,0.000000000000000000e+00
3.461814539290654302e+00,5.175255063346562601e+00,0.000000000000000000e+00
3.474868521720264614e+00,7.888840939815371378e+00,0.000000000000000000e+00
2.810564073522270778e+00,4.116412929873817461e+00,0.000000000000000000e+00
2.674345724335617902e+00,5.530604746170013186e+00,0.000000000000000000e+00
2.281186949976458322e+00,5.813258602328923885e+00,0.000000000000000000e+00
4.168853356120599152e+00,5.002491126276511935e+00,0.000000000000000000e+00
2.902074906304777269e+00,4.723343526227948175e+00,0.000000000000000000e+00
3.025000714836648008e+00,3.675744622540058959e+00,0.000000000000000000e+00
1.423436467005479544e+00,5.990925404713574487e+00,0.000000000000000000e+00
4.589262959931390995e+00,5.663515256147854338e+00,0.000000000000000000e+00
4.004756098187828961e+00,8.574653943510362808e+00,0.000000000000000000e+00
2.201581487347509025e+00,5.538074629824834894e+00,0.000000000000000000e+00
2.795886471527445405e+00,5.079601433121514908e+00,0.000000000000000000e+00
3.379718682348322289e+00,3.695679215469891421e+00,0.000000000000000000e+00
4.089253904138505646e+00,7.361973594536656229e+00,0.000000000000000000e+00
2.304456072489401208e+00,4.739720037388327256e+00,0.000000000000000000e+00
2.224235636290666118e+00,7.645525615271335340e+00,0.000000000000000000e+00
1.782766371538697436e+00,6.318684948682601998e+00,0.000000000000000000e+00
3.085833470491796682e+00,6.006635127247920813e+00,0.000000000000000000e+00
2.615145658413998486e+00,4.347799845043780920e+00,0.000000000000000000e+00
2.364643387746149017e+00,7.492246015435473971e+00,0.000000000000000000e+00
4.434457637816356268e+00,4.954319639230692296e+00,0.000000000000000000e+00
